
       
2026-06-18 20:43:09.707195,10.0.0.2,unknown,6,128,YES
2026-06-18 20:43:10.113982,10.0.0.2,unknown,7,128,YES
2026-06-18 20:43:10.518115,10.0.0.2,unknown,8,128,YES
2026-06-18 20:43:10.924150,10.0.0.2,unknown,9,128,YES
2026-06-18 20:43:11.328555,10.0.0.2,unknown,10,128,YES
2026-06-18 20:43:11.731653,10.0.0.2,unknown,1,512,YES
2026-06-18 20:43:12.136971,10.0.0.2,unknown,2,512,YES
2026-06-18 20:43:12.542612,10.0.0.2,unknown,3,512,YES
2026-06-18 20:43:12.948703,10.0.0.2,unknown,4,512,YES
2026-06-18 20:43:13.353542,10.0.0.2,unknown,5,512,YES
2026-06-18 20:43:13.758991,10.0.0.2,unknown,6,512,YES
2026-06-18 20:43:14.163369,10.0.0.2,unknown,7,512,YES
2026-06-18 20:43:14.568303,10.0.0.2,unknown,8,512,YES
2026-06-18 20:43:14.974225,10.0.0.2,unknown,9,512,YES
2026-06-18 20:43:15.377479,10.0.0.2,unknown,10,512,YES
2026-06-18 20:43:15.782304,10.0.0.2,unknown,1,1024,YES
2026-06-18 20:43:16.188319,10.0.0.2,unknown,2,1024,YES
2026-06-18 20:43:16.592480,10.0.0.2,unknown,3,1024,YES
2026-06-18 20:43:16.998147,10.0.0.2,unknown,4,1024,YES
2026-06-18 20:43:17.401850,10.0.0.2,unknown,5,1024,YES
2026-06-18 20:43:17.804193,10.0.0.2,unknown,6,1024,YES
2026-06-18 20:43:18.210366,10.0.0.2,unknown,7,1024,YES
2026-06-18 20:43:18.617185,10.0.0.2,unknown,8,1024,YES
2026-06-18 20:43:19.023835,10.0.0.2,unknown,9,1024,YES
2026-06-18 20:43:19.428653,10.0.0.2,unknown,10,1024,YES
2026-06-18 22:28:35.537863,10.0.0.2,unknown,1,128,YES
2026-06-18 22:28:35.741061,10.0.0.2,unknown,2,128,YES
2026-06-18 22:28:35.948356,10.0.0.2,unknown,3,128,YES
2026-06-18 22:28:36.149867,10.0.0.2,unknown,4,128,YES
2026-06-18 22:28:36.351371,10.0.0.2,unknown,5,128,YES
2026-06-18 22:28:36.552756,10.0.0.2,unknown,6,128,YES
2026-06-18 22:28:36.754007,10.0.0.2,unknown,7,128,YES
2026-06-18 22:28:36.955529,10.0.0.2,unknown,8,128,YES
2026-06-18 22:28:37.157601,10.0.0.2,unknown,9,128,YES
2026-06-18 22:28:37.368124,10.0.0.2,unknown,10,128,YES
2026-06-18 22:28:37.771614,10.0.0.2,unknown,1,512,YES
2026-06-18 22:28:37.972750,10.0.0.2,unknown,2,512,YES
2026-06-18 22:28:38.174414,10.0.0.2,unknown,3,512,YES
2026-06-18 22:28:38.379946,10.0.0.2,unknown,4,512,YES
2026-06-18 22:28:38.581844,10.0.0.2,unknown,5,512,YES
2026-06-18 22:28:38.783210,10.0.0.2,unknown,6,512,YES
2026-06-18 22:28:38.984090,10.0.0.2,unknown,7,512,YES
2026-06-18 22:28:39.186342,10.0.0.2,unknown,8,512,YES
2026-06-18 22:28:39.387962,10.0.0.2,unknown,9,512,YES
2026-06-18 22:28:39.588762,10.0.0.2,unknown,10,512,YES
2026-06-18 22:28:39.991309,10.0.0.2,unknown,1,1024,YES
2026-06-18 22:28:40.193103,10.0.0.2,unknown,2,1024,YES
2026-06-18 22:28:40.394375,10.0.0.2,unknown,3,1024,YES
2026-06-18 22:28:40.595407,10.0.0.2,unknown,4,1024,YES
2026-06-18 22:28:40.796859,10.0.0.2,unknown,5,1024,YES
2026-06-18 22:28:40.999026,10.0.0.2,unknown,6,1024,YES
2026-06-18 22:28:41.200322,10.0.0.2,unknown,7,1024,YES
2026-06-18 22:28:41.401310,10.0.0.2,unknown,8,1024,YES
2026-06-18 22:28:41.602610,10.0.0.2,unknown,9,1024,YES
2026-06-18 22:28:41.805671,10.0.0.2,unknown,10,1024,YES
2026-06-18 22:28:42.209678,10.0.0.2,unknown,1,128,YES
2026-06-18 22:28:42.613950,10.0.0.2,unknown,2,128,YES
2026-06-18 22:28:43.022287,10.0.0.2,unknown,3,128,YES
2026-06-18 22:28:43.426469,10.0.0.2,unknown,4,128,YES
2026-06-18 22:28:43.828893,10.0.0.2,unknown,5,128,YES
2026-06-18 22:28:44.241461,10.0.0.2,unknown,6,128,YES
2026-06-18 22:28:44.645660,10.0.0.2,unknown,7,128,YES
2026-06-18 22:28:45.048889,10.0.0.2,unknown,8,128,YES
2026-06-18 22:28:45.451558,10.0.0.2,unknown,9,128,YES
2026-06-18 22:28:45.855495,10.0.0.2,unknown,10,128,YES
2026-06-18 22:28:46.262178,10.0.0.2,unknown,1,512,YES
2026-06-18 22:28:46.674993,10.0.0.2,unknown,2,512,YES
2026-06-18 22:28:47.079381,10.0.0.2,unknown,3,512,YES
2026-06-18 22:28:47.483599,10.0.0.2,unknown,4,512,YES
2026-06-18 22:28:47.887207,10.0.0.2,unknown,5,512,YES
2026-06-18 22:28:48.290663,10.0.0.2,unknown,6,512,YES
2026-06-18 22:28:48.699294,10.0.0.2,unknown,7,512,YES
2026-06-18 22:28:49.106119,10.0.0.2,unknown,8,512,YES
2026-06-18 22:28:49.517934,10.0.0.2,unknown,9,512,YES
2026-06-18 22:28:49.921302,10.0.0.2,unknown,10,512,YES
2026-06-18 22:28:50.324384,10.0.0.2,unknown,1,1024,YES
2026-06-18 22:28:50.726410,10.0.0.2,unknown,2,1024,YES
2026-06-18 22:28:51.130922,10.0.0.2,unknown,3,1024,YES
2026-06-18 22:28:51.545175,10.0.0.2,unknown,4,1024,YES
2026-06-18 22:28:51.947542,10.0.0.2,unknown,5,1024,YES
2026-06-18 22:28:52.351471,10.0.0.2,unknown,6,1024,YES
2026-06-18 22:28:52.764023,10.0.0.2,unknown,7,1024,YES
2026-06-18 22:28:53.176776,10.0.0.2,unknown,8,1024,YES
2026-06-18 22:28:53.580892,10.0.0.2,unknown,9,1024,YES
2026-06-18 22:28:53.983835,10.0.0.2,unknown,10,1024,YES
                                                                                                               
